chapter,heading,hs_code,code_format,description,duty_rate,efta,sg,usa
84,90.24,902480000001,90.24.80.00.00.01,,5%,,,
84,90.24,902480000002,90.24.80.00.00.02,,5%,,,
84,90.24,902480000003,90.24.80.00.00.03,,5%,,,
84,90.24,902480000004,90.24.80.00.00.04,,5%,,,
84,90.24,902480009999,90.24.80.00.99.99,,5%,,,
84,90.24,902490000000,90.24.90.00.00.00,,5%,,,
84,90.25,902511000000,90.25.11.00.00.00,تحتوي على سائل للقراءة المباشرة- : غيرها- مقاييس حراره االلكتروني,5%,,,
84,90.25,902519009999,90.25.19.00.99.99,غيرها من مقاييس حرارة غير مشتركة بأدوات أخر,5%,,,
84,90.25,902580100000,90.25.80.10.00.00,: أجهزة وأدوات أخر مقاييس الكثافة- - مقاييس الرطوبة- - غيرها- - : أجزاء ولوازم-,5%,,,
84,90.25,902580200000,90.25.80.20.00.00,,5%,,,
84,90.25,902580900000,90.25.80.90.00.00,,5%,,,
84,90.25,902590000001,90.25.90.00.00.01,أجزاء ولوازم غير مشتركة بأدوات أخر,5%,,,
84,90.25,902590009999,90.25.90.00.99.99,غيرها من أجزاء ولوازم,5%,,,
84,90.25,902519000001,90.25.19.00.00.01,,5%,,,
84,90.14,902610000001,90.26.10.00.00.01,"أجهزة وأدوات لقياس أو لفحص ومراقبة الجريان أو اإلرتفاع أو الضغط أو المتغيرات األُخر في السوائل أو الغازات (مثل ،مقاييس التدفق أو مقاييس االرتفاع أو مقاييس الضغط (مانوميتر) ،مقاييس الحرارة) ،باستثناءاألجهزة واألدوات Instruments and apparatus for measuring or checking the flow, level, pressure or other variables of liquids or gases (for example, flow meters, level gauges, manometers, heat meters), excluding instruments and apparatus -لقياس أو لمراقبة أو فحص جريان أو إرتفاع السوائل : - For measuring or checking the flow or level of liquids :",5%,,,
84,90.14,902610000002,90.26.10.00.00.02,اجهزة وأدوات لقياس جريان السوائل devices and instruments for measuring fluid flow,0%,,,
84,90.14,902610000003,90.26.10.00.00.03,اجهزة وأدوات لقياس ارتفاع السوائل A A A devices and instruments for measuring the height of liquids A A A,0%,,,
84,90.14,902610000004,90.26.10.00.00.04,اجهزة وأدوات لمراقبة جريان السوائل Devices and instruments for monitoring fluid flow A A A,0%,,,
84,90.14,902610000005,90.26.10.00.00.05,اجهزة وأدوات لمراقبة ارتفاع السوائل,0%,,,
84,90.14,902610000006,90.26.10.00.00.06,اجهزة وأدوات لفحص جريان السوائل Devices and instruments for the control of high fluids Devices and instruments for checking fluid flow A A A A A A,0%,,,
84,90.14,902610000007,90.26.10.00.00.07,اجهزة وأدوات لفحص ارتفاع السوائل Devices and instruments for checking fluid height A A A,0%,,,
84,90.14,902620000000,90.26.20.00.00.00,اجهزة وأدوات لقياس وفحص ومراقبة جريان السوائل الخاصة بانظمة إطفاء الحريق A A A,0%,,,
84,90.14,902680000004,90.26.80.00.00.04,لقياس أومراقبة الضغط أجهزة وأدوات أخر :أجهزة قياس إندفاع أو ضغط الغازات الطبية فلوميتر A A A A A A,0%,,,
84,90.14,902680009999,90.26.80.00.99.99,غيرها من أجهزة قياس إندفاع أو ضغط أو التغيرات االخرى في الغازات A A A,0%,,,
84,90.14,902690000000,90.26.90.00.00.00,,0%,,,
84,90.14,902680000003,90.26.80.00.00.03,غيرها -أجزاء ولوازم A A A A A A,0%,,,
84,90.27,902710000001,90.27.10.00.00.01,"أجهزة وأدوات للتحليل الفيزيائي أو الكيميائي (مثل ،مقاييس اإلستقطاب ""بوالريمتر"" ومقاييس إنكسار األشعة ""رفراكتومتر"" وأجهزة قياس أطوال موجة الطيف ""سبيكترومتر"" وأجهزة تحليل الغازات أوالدخان) ؛ أجهزة وأدوات لقياس أو إختبار درجة اللزوجة أو المسامية أو التمدد أو التوتر السطحي أو ما يماثلها ؛ أجهزة وأدوات لقياس أو إختبار الوحدات الحرارية أو الصوت أو الضوء (بما فيها مقاييس فترات التعرض للضوء) ؛ أجهزة القطع العرضي للفحص المجهري (ميكروتوم).",0%,,,
84,90.27,902710000002,90.27.10.00.00.02,,0%,,,
84,90.27,902720000001,90.27.20.00.00.01,,0%,,,
84,90.27,902720000002,90.27.20.00.00.02,,0%,,,
84,90.27,902730000001,90.27.30.00.00.01,,0%,,,
84,90.27,902730000002,90.27.30.00.00.02,,0%,,,
84,90.27,902730000003,90.27.30.00.00.03,,0%,,,
84,90.27,902750000000,90.27.50.00.00.00,,0%,,,
84,90.27,902781000000,90.27.81.00.00.00,,0%,,,
84,90.27,902789100000,90.27.89.10.00.00,,0%,,,
84,90.27,902789900000,90.27.89.90.00.00,,0%,,,
84,90.27,902790100001,90.27.90.10.00.01,أجهزة تحليل الغازات أو الدخان :جهاز تحليل الغاز جهاز تحليل الدخان أجهزة التحليل بالفصل الكروماتوغرافي أو بالتغيير الكهربائي للتركيز(إليكتروفوريسيز) : أجهزة التحليل بالفصل الكروماتوغرافي أجهزة التحليل بالفصل بالتغيير الكهربائي للتركيز (إليكتروفوريسيز) أجهزة قياس أطوال موجة الطيف (سبيكترومتر) ،أو لقياس كثافة ألوان موجةالطيف (سبيكتروفوتومتر) ،أو لتسجيل الطيف (سبكتروجراف) ،بإستخدام اإلشعاعات البصرية (فوق البنفسجية أوالمرئية أوتحت الحمراء) : أجهزة قياس أطوال موجة الطيف (سبيكترومتر) اجهزة قياس كثافة ألوان موجة الطيف (سبيكتروفوتومتر) اجهزة لتسجيل الطيف (سبكتروجراف) أجهزة وأدوات أُخر تستخدم اإلشعاعات البصرية (فوق البنفسجية أو المرئية أوتحت الحمراء) أدوات وأجهزة أخر : -أجهزة قياس أطوال موجة الطيف (سبيكترومتر) في الكتلة -غيرها : - -لفحص الدم وتحليل العصارات والبول ..الخ مخصصة لتشخيص األمراض فيالمختبرات,0%,,,
84,90.27,902790109999,90.27.90.10.99.99,أجزاء ولوازم أجهزة لفحص الدم وتحليل العصارات والبول,0%,,,
84,90.27,902790900001,90.27.90.90.00.01,غيرها من أجزاء - -غيرها :أجهزة قطع عرضي للفحص المجهري (ميكروتوم) غيرها من أجزاء و لوازم,0%,,,
84,90.27,902790909999,90.27.90.90.99.99,,0%,,,
84,90.28,902810000000,90.28.10.00.00.00,,0%,,,
84,90.28,902820100000,90.28.20.10.00.00,,0%,,,
84,90.28,902820900000,90.28.20.90.00.00,,0%,,,
84,90.28,902830000000,90.28.30.00.00.00,,0%,,,
84,90.28,902890000000,90.28.90.00.00.00,,0%,,,
84,90.28,902920000001,90.29.20.00.00.01,,0%,,,
84,90.28,902920000002,90.29.20.00.00.02,,0%,,,
84,90.28,902920000003,90.29.20.00.00.03,,0%,,,
84,90.28,902990000000,90.29.90.00.00.00,,0%,,,
84,90.30,903010000002,90.30.10.00.00.02,"عدادات غازات عدادات سوائل : - -عدادات مياه - -غيرها عدادات كهرباء -أجزاء ولوازم - Gas meters - Liquid meters : - - - Water meters - - - Other - Electricity meters - Parts and accessories Revolution counters, production counters, taximeters, mileometers, pedometers and the like; speed indicators and tachometers, other stroboscopes. - Revolution counters, production counters, taximeters, mileometers, pedometers and the like : - - - Production meters - - - Taximeters - - - Other ;- Speed indicators and tachometers stroboscopes : Speed indicator Tachometers Stroboscopes devices - Parts and accessories - -عدادات اإلنتاج - -عدادات سيارات األجرة - -غيرها مؤشرات سرعة وأجهزة قياس سرعة الدوران (تاكومترات) ؛ أجهزة اإلبطاءالظاهري للسرعة (ستروبوسكوب) : مؤشر سرعه أجهزة قياس سرعة الدوران (تاكومترات) أجهزة اإلبطاء الظاهري للسرعة (ستروبوسكوب) -أجزاء ولوازم أجهزة قياس التغيرات السريعة للمقادير الكهربائية أو ""األسيلوسكوب"" ،وأجهزة تحليل الطيف وأجهزة وأدوات أُخر لقياس أو مراقبة المقادير الكهربائية ،بإستثناء وأشعة ألفا وبيتا وجاما واإلشعاعات الكونية وغيرها من اإلشعاعات المؤينة. أجهزة وأدوات لقياس وكشف اإلشعاعات المؤينة :90 30 10 00 00 01",0%,,,
84,90.27,902910100000,90.29.10.10.00.00,"- Gas or smoke analysis apparatus : Gas analyzer Smoke Analyzer - Chromatographs and electrophoresis instruments : Chromatographic Analyzer devices electrophoresis devices - Spectrometers, spectrophotometers and spectrographs using optical radiations (UV, visible, IR) : Spectrometers devices Spectrophotometers devices Spectrography devices - Other instruments and apparatus using optical )radiations (UV, visible, IR - Other instruments and apparatus : -- Mass spectrometers -- Other : - - - For blood test, analysis of secretions and urine,..etc. designed for diagnostic purposes at laboratories - - - Other - Microtomes; parts and accessories : - - - Parts and accessories for the articles of analysis apparatus : Parts and accessories for blood test, and analysis of secretions and urine Other of parts - - - Other : Microtome devices Other Parts & Supplies عدادات تزويد أو إنتاج للغازات أو السوائل أو الكهرباء ،بما فيها أجهزة معايرتها. عدادات دوران وعدادات إنتاج وعدادات سيارات أجرة (تاكسيميتر) وعداداتمسافات ،وعدادات المسافات بالخطي وما يماثلها:",0%,,,
84,90.27,902910200000,90.29.10.20.00.00,,0%,,,
84,90.27,902910900000,90.29.10.90.00.00,,0%,,,
91,90.28,903020000000,90.30.20.00.00.00,"Instruments and apparatus for physical or chemical analysis (for example, polarimeters, refractometers, spectrometers, gas or smoke analysis apparatus); instruments and apparatus for measuring or checking viscosity, porosity, ;expansion, surface tension or the like instruments and apparatus for measuring or checking quantities of heat, sound or light (including exposure meters); microtomes. Gas, liquid or electricity supply or production meters, including calibrating meters therefor. عدادات دوران ،عدادات إنتاج ،عدادات سيارات األجرة ""تاكسيميتر"" وعدادات المسافات وعدادات المسافات بالخطي وما يماثلها؛ مؤشرات السرعة وأجهزة قياس أجهزة اإلبطاء الظاهري للسرعة (ستروبوسكوب). Devices and instruments for measuring or checking or monitoring fluid flow for fire extinguishing systems - For measuring or checking pressure - Other instruments or apparatus : Medical gas pressure flow meters Other flow meters for measurement of gas flow, presure or other volume changes Other - Parts and accessories اجهزة لقياس االشعاعات المؤينه ادوات لكشف االشعاعات المؤينه A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A Oscilloscopes, spectrum analysers and other inslruments and apparatus for measuring or checking electrical quantities, excluding meters for measuring or detecting alpha, beta, gamma, X-ray, cosmic or other ionising radiations. - Instruments and apparatus for measuring or detecting ionising radiations : Ionizing radiometer devices Ionizing radiometer tools A A A A A A A A A A B A A A A A A A A A A - Oscilloscopes and oscillographs - Other instruments and apparatus, for measuring or checking voltage, current, resistance or power (other than those for measuring or checking semiconductor wafers or devices): - - Multimeters without a recording device - - Multimeters with a recording device - - Other, without a recording device - - Other, with a recording device - Other instruments and apparatus, specially designed for telecommunications (for example, cross-talk meters, gain measuring instruments, distortion factor meters, psophometers) : A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A Telephone conversations measure devices Double sound measuring devices Interference factor meter devices Noise measuring devices in Sufumeter lines Other devices and tools designed for communication - Other instruments and apparatus : -- For measuring or checking semiconductor wafers or devices (including integrated circuits) - - Other, with a recording device - - Other - Parts and accessories: - - - Parts and accessories for measuring or checking semiconductor wafers or devices - - - Other Measuring or checking instruments, appliances and machines, not specified or included elsewhere in this Chapter; profile projectors. A A A A A A - Machines for balancing mechanical parts - Test benches - Other optical instruments and appliances : A A A A A A A A A -- For inspecting semiconductor wafers or devices (including integrated circuits) or for inspecting photomasks or reticles used in manufacturing semiconductor devices (including integrated circuits) - - Other : - - - Optical instruments for measuring particle surface pollution on semiconductor wafers - - - Other - Other instruments, appliances and machines : A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A - - - Appliances for checking and adjusting motor vehicle engines - - - Electronic beams microscopes fitted with instruments of a kind used specially for handling and transporting semiconductor wafers and rectiles - - - Other - Parts and accessories: - - - Parts and accessories for inspecting semiconductor wafers optical instruments or devices or for inspecting semiconductor masks, photomasks or reticles used in the manufacturing of semiconductor devices - - - Parts and accessories for stroboscopes fitted with instruments of a kind used specially for handling and transporting semiconductor wafers and reticles - - - Parts and accessories for measuring particle surface pollution optical instruments on semiconductor wafers - - - Parts and accessories for electronic beams microscopes fitted with instruments of a kind used specially for handling and transporting wafers and photomasks semiconductors - - - Parts and accessories for microscopes fitted with instruments of a kind used specially for handling and transporting semiconductor wafers and reticles - - - Other Automatic regulating or controlling instruments and apparatus. - Thermostats - Manostats - Other instruments and apparatus : - - Hydraulic or pneumatic - - Other - Parts and accessories Parts and accessories (not specified or included elsewhere in this Chapter) for machines, appliances, instruments or CIocks and watches and parts thereof أجهزة لقياس وتسجيل التغييرات السريعة في المقادير الكهربائية (أوسيلوسكوب)وأوسيليوغراف",5%,,,
91,90.28,903031000000,90.30.31.00.00.00,لقياس أو فحص الجهد (الفولتية) أو التيار أو المقاومة أو، أجهزة وأدوات أُخرالقدرة الكهربائية ( عدا تلك المعدة لقياس أو فحص األقراص الرقيقة أو األدوات من : )أشباه الموصالت أجهزة قياس متعددة األغراض (مولتيميتر) بدون أداة تسجيل- أجهزة قياس متعددة األغراض (مولتيميتر) بأداة تسجيل- بدون أداة تسجيل، غيرها- بأداة تسجيل، غيرها- -,5%,,,
91,90.28,903032000000,90.30.32.00.00.00,,5%,,,
91,90.28,903033000000,90.30.33.00.00.00,,5%,,,
91,90.28,903039000000,90.30.39.00.00.00,,5%,,,
91,90.28,903040000001,90.30.40.00.00.01,مقاييس المحادثات، أجهزة وأدوات أخر مصممة خصيصا ً لإلتصاالت (مثل وأجهزة قياس، مقاييس عامل التداخل، مقاييس مضاعفة الصوت، الهاتفية : )الضوضاء في الخطوط سوفوميتر أجهزة مقاييس المحادثات الهاتفية أجهزة مقاييس مضاعفة الصوت أجهزة مقاييس عامل التداخل أجهزة قياس الضوضاء في الخطوط سوفوميتر,5%,,,
91,90.28,903040000002,90.30.40.00.00.02,,5%,,,
91,90.28,903040000003,90.30.40.00.00.03,,5%,,,
91,90.28,903040000004,90.30.40.00.00.04,,5%,,,
91,90.28,903040009999,90.30.40.00.99.99,غيرها من أجهزة وأدوات أُخر مصممة خصيصا ً لإلتصاالت,5%,,,
91,90.28,903082000000,90.30.82.00.00.00,: أجهزة وأدوات أخر لقياس أو فحص األقراص الرقيقة أو األدوات من أشباه الموصالت (بما فيها- )الدوائر المتكاملة ذات أداة تسجيل، غيرها- غيرها- : أجزاء ولوازم أجزاء ولوازم ألجهزة قياس أو فحص األقراص الرقيقة أو األدوات من أشباه- - الموصالت غيرها- - -,5%,,,
91,90.28,903084000000,90.30.84.00.00.00,,5%,,,
91,90.28,903089000000,90.30.89.00.00.00,,5%,,,
91,90.28,903090100000,90.30.90.10.00.00,,5%,,,
91,90.28,903090900000,90.30.90.90.00.00,,5%,,,
91,90.31,903110000000,90.31.10.00.00.00,غير مذكورة وال داخلة في مكان آخر من، أجهزة وأدوات وآالت للقياس أو الفحص .هذا الفصل ؛ أجهزة فحص األجسام بواسطة ظاللها الجانبية آالت ضبط توازن لألجزاء الميكانيكية طاوالت اإلختبار اآللية-,5%,,,
91,90.31,903120000000,90.31.20.00.00.00,,5%,,,
91,90.31,903141000000,90.31.41.00.00.00,: أجهزة وأدوات بصرية آخر لفحص األقراص الرقيقة أو األدوات من أشبـاه الموصالت (بما فيها الدوائر- المتكاملة) أو لفحـص األقنعـة أوالشبيـكـات الضوئية المستخدمة في صنـاعـة األدوات )من أشباه الموصالت ( بما فيها الدوائر المتكاملة,5%,,,
91,90.31,903149100000,90.31.49.10.00.00,: غيرها- أجهزة بصرية لقياس التلوث السطحي الدقائقي على األقراص الرقيقة ألشباه- - الموصالت غيرها- - -,5%,,,
91,90.31,903149900000,90.31.49.90.00.00,,5%,,,
91,90.31,903180100000,90.31.80.10.00.00,: أجهزة وأدوات وآالت أخر أجهزة فحص وضبط محركات السيارات- - -,5%,,,
91,90.31,903180200000,90.31.80.20.00.00,ميكروسكوبات (مجاهر) الحزم اإلليكترونية مزودة بأجهزة معدة خصيصا- - لمناولة ونقل األقراص الرقيقة والشبيكات من أشباه الموصالت,5%,,,
91,90.31,903180900000,90.31.80.90.00.00,غيرها- - : أجزاء ولوازم-,5%,,,
91,90.31,903190100000,90.31.90.10.00.00,أجزاء ولوازم األجهزة البصرية لفحص األقراص الرقيقة أو األدوات من أشباه- - الموصالت أو لفحص األقنعة أو األقنعة الضوئية أو الشبيكات المستعملة في صنع األدوات من أشباه الموصالت,5%,,,
91,90.31,903190200000,90.31.90.20.00.00,أجزاء ولوازم المجاهر اإلستريوسكوبية المزودة بأجهزة معدة خصيصا لمناولة- - ونقل األقراص الرقيقة والشبيكات من أشباه الموصالت,5%,,,
91,90.31,903190300000,90.31.90.30.00.00,أجزاء ولوازم األجهزة البصرية لقياس التلوث السطحي الدقائقي على األقراص- - الرقيقة ألشباه الموصالت,5%,,,
91,90.31,903190400000,90.31.90.40.00.00,أجزاء ولوازم ميكروسكوبات (مجاهر) الحزم اإلليكترونية مزودة بأجهزة معدة- - خصيصا لمناولة ونقل األقراص الرقيقة والشبيكات من أشباه الموصالت,5%,,,
91,90.31,903190500000,90.31.90.50.00.00,أجزاء ولوازم ميكروسكوبات الصور المجهرية المزودة بأجهزة معدة خصيصا- - لمناولة ونقل األقراص الرقيقة والشبيكات من أشباه الموصالت,5%,,,
91,90.31,903190900000,90.31.90.90.00.00,غيرها- - -,5%,,,
91,90.32,903210000000,90.32.10.00.00.00,.أجهزة وأدوات ذاتية للتنظيم أو للمراقبة والتحكم ) منظمات درجات حرارة (ترموستات) منظمات ضغط (مانوستات: أجهزة وأدوات أخر هيدروليكية أو بالهواء المضغوط- غيرها- أجزاء ولوازمأجزاء ولوازم ( غير مذكورة وال داخلة في مكان آخر من هذا الفصل) لآلالت 90 واألجهزة واألدوات الداخلة في الفصل,5%,,,
91,90.32,903220000000,90.32.20.00.00.00,,5%,,,
91,90.32,903281000000,90.32.81.00.00.00,,5%,,,
91,90.32,903289000000,90.32.89.00.00.00,,5%,,,
91,90.32,903290000000,90.32.90.00.00.00,,5%,,,
91,90.32,903300000000,90.33.00.00.00.00,,5%,,,
85,91.01,910111000001,91.01.11.00.00.01,"الفصــل الحــادي والتسعـــون أصناف صناعة الساعات وأجزاؤها Notes. 1 .- This Chapter does not cover : (a) Clock or watch glasses or weights (classified according to their constituent (c) Parts of general use defined in Note 2 to Section XV, of base metal (Section into watch or clock movements or into articles suitable for use solely or principally : مــالحظــات : ال يشمل هذا الفصل-1 زجاج وثقاالت أصناف الساعات (تبند وفقا ً للمادة المصنوعة منها ) ؛- )(أ من معادن عادية (القسم الخامس، من القسم الخامس عشر2 األجزاء واللوازم لإلستعماالت العامة بالمعنى المقصود في المالحظة- )(ج التي لم تجمع بعد فيما بينها أو مع عناصر أخر لتؤلف عدة حركة ألصناف صناعة الساعات أو أجزاء مصممة، 85 أصناف الفصل- )(ز .)85 لإلستعمال حصراً أو بصفة رئيسية لعدة الحركة (فصل metal clad with precious metal. or of the same materials combined with natural or cultured pearls or precious or semiprecious stones (natural synthetic or )بقشرة من معادن ثمينة أو من نفس هذا المواد متحدة بلؤلؤ طبيعي أو مستنبت أو مع أحجار كريمة أو شبه كريمة (طبيعية أو تركيبية أو مجددة 3.- For the purposes of this Chapter, the expression "" watch movements "" means devices regulated by a balance-wheel and hairspring, quartz crystal or any other system capable of determining intervals of time, with a display or a system to which a mechanical display can be incorporated. Such watch movements shall not exceed 12 mm in thickness and 50 mm in width, length or diameter. يقصد "" بعدة حركة الساعات "" التركيبات التي يقوم بتنظيم الحركة فيها رقاص ونابض لولبي دقيق أو، من أجل تطبيق أحكام هذا الفصل-3 مزودة بوسيلة إظهار أو بنظام يسمح بضم وسيلة إظهار آلية ويجب أن ال، ببلورات كوارتز أو أي نظام آخر قادر على تحديد فترات الوقت . مم50 مم وال يتجاوز عرضها أو طولها أو قطرها12 يتجاوز أسماك عدة حركة الساعات هذه 4.- Except as provided in Note I , movements and other parts suitable for use both in clocks or watches and in other articles (for example, precision instruments) are to be classified in this Chapter. أن عدة الحركة واألجزاء القابلة لإلستعمال معا ً كعدة حركة أو كأجزاء ألصناف صناعة الساعات أو، أعاله1 مع مراعاة أحكام المالحظة-4 . تبقى داخلة في هذا الفصل، ) أدوات الضبط الدقيق، (مثل، إلستعماالت أخر DUTY فـئة الرسم RATE اإلجراء DESCRIPTION الصنف Wrist-watches, pocket-watches and other watches, including stop-watches, with case of precious metal or of metal clad with precious metal. ، ساعات يد وساعات جيب وساعات مماثلة بما فيها ساعات قياس للفترات الزمنية .بأظرف من معادن ثمينة أو من معادن عادية مكسوة بقشرة من معادن ثمينة - Wrist-watches, electrically operated, whether or not incorporating a stop-watch facility : : وإن اشتملت على أداة لقياس الفترات الزمنية، ً ساعات يد تعمل كهربائيا- - - With mechanical display only : A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A Wristwatcheswith automatic display, of diamonds Wristwatch with automatic display, made entirely of gold or of metal painted with gold Wristwatches with automatic display, made entirely of silver or of metal painted with silver Wristwatch with automatic display, made entirely of platinum or of ordinary metals painted with a crust of platinum : بوسيلة إظهار آلية فقط- من الماس،ساعات يد بوسيلة إظهار آلية مصنوعة كليا ً من ذهب أو من معادن عادية مكسوة،ساعات يد بوسيلة إظهار آلية بقشرة من ذهب مصنوعة كليا ً من فضة أو من معادن عادية مكسوة،ساعات يد بوسيلة إظهار آلية بقشرة من فضة",5%,,,
85,91.01,910111000002,91.01.11.00.00.02,,5%,,,
85,91.01,910111000003,91.01.11.00.00.03,,5%,,,
85,91.01,910111000004,91.01.11.00.00.04,مصنوعة كليا ً من بالتين أو من معادن عادية مكسوة،ساعات يد بوسيلة إظهار آلية بقشرة من بالتين,5%,,,
85,91.01,910111000005,91.01.11.00.00.05,"Wristwatch with automatic display, of precious مرصعة بأحجار كريمة أو شبة كريمة، من معادن ثمينة،ساعات يد بوسيلة إظهار آلية metals, inlaid with precious or semi-precious stones",5%,,,
85,91.01,910111000006,91.01.11.00.00.06,"Wristwatch with automatic display, embroidered with natural or cultured pearls Other electrically wristwatch with mechanical show only - - Other : Electrically wristwatch, made of diamond Electrically wristwatch, made entirely of gold or of metal painted with gold Electriclly wristwatch, made entirely of silver or of metal painted with silver Electrically wristwatch, made entirely of platinum or of metals painted with platinum Electrolytic wristwatches, of precious metal, with precious or semi-precious stones Electrically operated watches, inlaid with natural or cultured pearls Other electrically operated wristwatches - Other wrist-watches, whether or not incorporating a stop-watch facility : - - With automatic winding : Wristwatches, hand-packing, made of diamond Wristwatches, hand-packing, entirely made of gold or of base metal clad with gold Wristwatches, hand-packing, entirely made of silver or of base metal clad with silver Wristwatches, hand-packing, made entirely of platinum or of base metals clad with platinum Wristwatches, hand-packing, inlaid with precious or semi-precious stones Wristwatches, hand-packing, Inlaid with natural or cultured pearls Other wristwatches, self-packing - - Other : Wristwatches, hand-packing, made of diamond Wristwatches, hand-packing, made entirely of precious metal or of precious metal clad with precious metal Wristwatches, hand-packing inlaid with precious or semi-precious stones Wristwatches, hand-packing, Inlaid with natural or cultured pearls Other wristwatches, hand-packing - Other : - - Electrically operated : Pocket watches are electrically operated, made of diamond Electric pocket watches, made entirely of precious metal or of base metal clad with precious metal Electrically operated pocket watches, inlaid with precious or semi-precious stones Electric pocket watches, Inlaid with natural or cultured pearls Other electrically operated pocket watches - - Other Wrist-watches, pocket-watches and other watches, including stop-watches, other than مرصعة بآللئ طبيعية أو مستنبتة، ساعات يد بوسيلة إظهار آلية",5%,,,
85,91.01,910111009999,91.01.11.00.99.99,غيرها من ساعات يد تعمل كهربائيا ً بوسيلة إظهار آلية فقط,5%,,,
85,91.01,910119000001,91.01.19.00.00.01,: غيرها- من الماس،ًساعات يد تعمل كهربائيا مصنوعة كليا ً من ذهب أو من معادن عادية مكسوة بقشرة،ًساعات يد تعمل كهربائيا من ذهب مصنوعة كليا ً من فضة أو من معادن عادية مكسوة بقشرة،ًساعات يد تعمل كهربائيا من فضة مصنوعة كليا ً من بالتين أو من معادن عادية مكسوة بقشرة،ًساعات يد تعمل كهربائيا من بالتين,5%,,,
85,91.01,910119000002,91.01.19.00.00.02,,5%,,,
85,91.01,910119000003,91.01.19.00.00.03,,5%,,,
85,91.01,910119000004,91.01.19.00.00.04,,5%,,,
85,91.01,910119000005,91.01.19.00.00.05,مرصعة بأحجار كريمة أو شبة كريمة، من معادن ثمينة،ًساعات يد تعمل كهربائيا,5%,,,
85,91.01,910119000006,91.01.19.00.00.06,مرصعة بآللئ طبيعية أو مستنبتة، ً ساعات يد تعمل كهربائيا,5%,,,
85,91.01,910119009999,91.01.19.00.99.99,ً غيرها من ساعات يد تعمل كهربائيا,5%,,,
85,91.01,910121000001,91.01.21.00.00.01,: وإن اشتملت على أداة لقياس الفترات الزمنية، ساعات يد أخر: ) ذاتية التعبئة (أوتوماتيكية- من الماس،ساعات يد ذاتية التعبئة مصنوعة كليا ً من ذهب أو من معادن عادية مكسوة بقشرة،ساعات يد ذاتية التعبئة من ذهب مصنوعة كليا ً من فضة أو من معادن عادية مكسوة بقشرة،ساعات يد ذاتية التعبئة من فضة مصنوعة كليا ً من بالتين أو من معادن عادية مكسوة بقشرة،ساعات يد ذاتية التعبئة من بالتين,5%,,,
85,91.01,910121000002,91.01.21.00.00.02,,5%,,,
85,91.01,910121000003,91.01.21.00.00.03,,5%,,,
85,91.01,910121000004,91.01.21.00.00.04,,5%,,,
85,91.01,910121000005,91.01.21.00.00.05,مرصعة بأحجار كريمة أو شبة كريمة،ساعات يد ذاتية التعبئة,5%,,,
85,91.01,910121000006,91.01.21.00.00.06,مرصعة بآللئ طبيعية أو مستنبتة،ساعات يد ذاتية التعبئة,5%,,,
85,91.01,910121000007,91.01.21.00.00.07,غيرها من ساعات يد ذاتية التعبئة : غيرها- مصنوعة من الماس، ساعات يد بالتعبئة اليدوية,5%,,,
85,91.01,910129000001,91.01.29.00.00.01,,5%,,,
85,91.01,910129000002,91.01.29.00.00.02,مصنوعة كليا ً من معادن ثمينة أو من معادن عادية، ساعات يد بالتعبئة اليدوية مكسوة بقشرة من معادن ثمينة,5%,,,
85,91.01,910129000003,91.01.29.00.00.03,مرصعة بأحجار كريمة أو شبة كريمة، ساعات يد بالتعبئة اليدوية,5%,,,
85,91.01,910129000004,91.01.29.00.00.04,مرصعة بآللئ طبيعية أو مستنبتة، ساعات يد بالتعبئة اليدوية,5%,,,
85,91.01,910129009999,91.01.29.00.99.99,غيرها من ساعات يد بالتعبئة اليدوية : غيرها: ً تعمل كهربائيا- -,5%,,,
85,91.01,910191000001,91.01.91.00.00.01,مصنوعة من الماس،ًساعات جيب تعمل كهربائيا,5%,,,
85,91.01,910191000002,91.01.91.00.00.02,مصنوعة كليا ً من معادن ثمينة أو من معادن عادية،ًساعات جيب تعمل كهربائيا مكسوة بقشرة من معادن ثمينة,5%,,,
85,91.01,910191000003,91.01.91.00.00.03,مرصعة بأحجار كريمة أو شبة كريمة،ساعات جيب تعمل كهربائيا,5%,,,
85,91.01,910191000004,91.01.91.00.00.04,مرصعة بآللئ طبيعية أو مستنبتة،ًساعات جيب تعمل كهربائيا,5%,,,
85,91.01,910191009999,91.01.91.00.99.99,ً غيرها من ساعات جيب تعمل كهربائيا غيرها- -,5%,,,
85,91.01,910199000000,91.01.99.00.00.00,,5%,,,
